id,text,survey_item_code,survey_item_codes,raw_survey_item_code,source
IPIP_FULL_2164,Lash out at others when something is bothering me.,T1827,['T1827'],T1827,IPIP Alphabetical Item List
IPIP_FULL_2165,Laugh a lot.,Q138,['Q138'],Q138,IPIP Alphabetical Item List
IPIP_FULL_2166,Laugh aloud.,H12,['H12'],H12,IPIP Alphabetical Item List
IPIP_FULL_2167,Laugh and cry at the same time.,H942,['H942'],H942,IPIP Alphabetical Item List
IPIP_FULL_2168,Laugh at others.,H1178,['H1178'],H1178,IPIP Alphabetical Item List
IPIP_FULL_2169,Laugh at the slightest provocation.,H537,['H537'],H537,IPIP Alphabetical Item List
IPIP_FULL_2170,Laugh my way through life.,H23,['H23'],H23,IPIP Alphabetical Item List
IPIP_FULL_2171,Laugh out loud if something is funny.,A5,['A5'],A5,IPIP Alphabetical Item List
IPIP_FULL_2172,Lay down the law to others.,H782,['H782'],H782,IPIP Alphabetical Item List
IPIP_FULL_2173,Learn quickly.,H1278,['H1278'],H1278,IPIP Alphabetical Item List
IPIP_FULL_2174,Learn things at an acceptable rate.,Q194,['Q194'],Q194,IPIP Alphabetical Item List
IPIP_FULL_2175,Learn things slowly.,Q67,['Q67'],Q67,IPIP Alphabetical Item List
IPIP_FULL_2176,Leave a mess in my room.,H822,"['H822', 'X16']","H822, X16",IPIP Alphabetical Item List
IPIP_FULL_2177,Leave my belongings around.,H823,['H823'],H823,IPIP Alphabetical Item List
IPIP_FULL_2178,Leave my work undone.,H625,['H625'],H625,IPIP Alphabetical Item List
IPIP_FULL_2179,Leave things unfinished.,H928,['H928'],H928,IPIP Alphabetical Item List
IPIP_FULL_2180,Let bygones be bygones.,V21,['V21'],V21,IPIP Alphabetical Item List
IPIP_FULL_2181,Let my attention wander off.,H931,['H931'],H931,IPIP Alphabetical Item List
IPIP_FULL_2182,Let myself be directed by others.,H1047,['H1047'],H1047,IPIP Alphabetical Item List
IPIP_FULL_2183,Let myself be influenced by others.,H975,['H975'],H975,IPIP Alphabetical Item List
IPIP_FULL_2184,Let myself be pushed around.,H1026,['H1026'],H1026,IPIP Alphabetical Item List
IPIP_FULL_2185,Let myself be taken over by urges to spend or eat too much.,V224,['V224'],V224,IPIP Alphabetical Item List
IPIP_FULL_2186,Let myself be talked into doing things.,H1184,['H1184'],H1184,IPIP Alphabetical Item List
IPIP_FULL_2187,Let myself be used.,H1030,['H1030'],H1030,IPIP Alphabetical Item List
IPIP_FULL_2188,Let myself go.,H81,['H81'],H81,IPIP Alphabetical Item List
IPIP_FULL_2189,Let nothing escape my eye.,H465,['H465'],H465,IPIP Alphabetical Item List
IPIP_FULL_2190,Let other people take the credit for my work.,P421,['P421'],P421,IPIP Alphabetical Item List
IPIP_FULL_2191,Let others determine my choices.,H970,['H970'],H970,IPIP Alphabetical Item List
IPIP_FULL_2192,Let others do the work.,H831,['H831'],H831,IPIP Alphabetical Item List
IPIP_FULL_2193,Let others do their own thing.,H199,['H199'],H199,IPIP Alphabetical Item List
IPIP_FULL_2194,Let others down.,H1087,['H1087'],H1087,IPIP Alphabetical Item List
IPIP_FULL_2195,Let others finish what they are saying.,H162,['H162'],H162,IPIP Alphabetical Item List
IPIP_FULL_2196,Let others have the credit.,H147,['H147'],H147,IPIP Alphabetical Item List
IPIP_FULL_2197,Let others make the decisions.,H964,['H964'],H964,IPIP Alphabetical Item List
IPIP_FULL_2198,Let others take advantage of me.,H550,['H550'],H550,IPIP Alphabetical Item List
IPIP_FULL_2199,Let people pull my leg.,H879,['H879'],H879,IPIP Alphabetical Item List
IPIP_FULL_2200,Let people push me around to help them feel important.,P399,['P399'],P399,IPIP Alphabetical Item List
IPIP_FULL_2201,Let things get out of hand.,H813,['H813'],H813,IPIP Alphabetical Item List
IPIP_FULL_2202,Let things go.,H628,['H628'],H628,IPIP Alphabetical Item List
IPIP_FULL_2203,Let things just happen to me.,H564,['H564'],H564,IPIP Alphabetical Item List
IPIP_FULL_2204,Let things proceed at their own pace .,E84,['E84'],E84,IPIP Alphabetical Item List
IPIP_FULL_2205,Lie to get myself out of trouble.,V143,['V143'],V143,IPIP Alphabetical Item List
IPIP_FULL_2206,"Lie, cheat, and steal.",T1861,['T1861'],T1861,IPIP Alphabetical Item List
IPIP_FULL_2207,Like a leisurely lifestyle.,X226,['X226'],X226,IPIP Alphabetical Item List
IPIP_FULL_2208,Like a lot of luxury in my life.,M70,['M70'],M70,IPIP Alphabetical Item List
IPIP_FULL_2209,Like being the authority who has everyone's attention.,Q199,['Q199'],Q199,IPIP Alphabetical Item List
IPIP_FULL_2210,Like being the center of attention at a party or a social meeting.,S29,['S29'],S29,IPIP Alphabetical Item List
IPIP_FULL_2211,Like being well-dressed at all times.,Q195,['Q195'],Q195,IPIP Alphabetical Item List
IPIP_FULL_2212,Like bland food.,X268,['X268'],X268,IPIP Alphabetical Item List
IPIP_FULL_2213,Like displaying my physical abilities even though this may involve danger.,S24,['S24'],S24,IPIP Alphabetical Item List
IPIP_FULL_2214,Like hard jobs better than easy ones.,Q190,['Q190'],Q190,IPIP Alphabetical Item List
IPIP_FULL_2215,Like harmony in my life.,E167,['E167'],E167,IPIP Alphabetical Item List
IPIP_FULL_2216,Like having authority over others.,P402,['P402'],P402,IPIP Alphabetical Item List
IPIP_FULL_2217,Like having secrets.,E110,['E110'],E110,IPIP Alphabetical Item List
IPIP_FULL_2218,Like hearing views that differ from my own.,T1870,['T1870'],T1870,IPIP Alphabetical Item List
IPIP_FULL_2219,Like it when strangers find me sexually appealing.,T1871,['T1871'],T1871,IPIP Alphabetical Item List
IPIP_FULL_2220,Like learning about the achievements and creations of great men and women from history.,W16,['W16'],W16,IPIP Alphabetical Item List
IPIP_FULL_2221,Like making sexual advances.,T1872,['T1872'],T1872,IPIP Alphabetical Item List
IPIP_FULL_2222,Like movies and books about mysteries.,W63,['W63'],W63,IPIP Alphabetical Item List
IPIP_FULL_2223,Like music.,X81,['X81'],X81,IPIP Alphabetical Item List
IPIP_FULL_2224,Like order.,X118,['X118'],X118,IPIP Alphabetical Item List
IPIP_FULL_2225,Like people to notice me.,T1874,['T1874'],T1874,IPIP Alphabetical Item List
IPIP_FULL_2226,Like taking risks.,V277,['V277'],V277,IPIP Alphabetical Item List
IPIP_FULL_2227,Like the feeling I get when an airplane experiences rough turbulence.,T1877,['T1877'],T1877,IPIP Alphabetical Item List
IPIP_FULL_2228,Like the feeling of being startled or shocked.,T1878,['T1878'],T1878,IPIP Alphabetical Item List
IPIP_FULL_2229,Like things plain and simple.,P352,['P352'],P352,IPIP Alphabetical Item List
IPIP_FULL_2230,Like to act on a whim.,E122,['E122'],E122,IPIP Alphabetical Item List
IPIP_FULL_2231,Like to add competitive features to all activities.,S19,['S19'],S19,IPIP Alphabetical Item List
IPIP_FULL_2232,Like to amuse others.,H2023,['H2023'],H2023,IPIP Alphabetical Item List
IPIP_FULL_2233,Like to apologize after an argument.,P438,['P438'],P438,IPIP Alphabetical Item List
IPIP_FULL_2234,Like to attend ceremonies.,Q37,['Q37'],Q37,IPIP Alphabetical Item List
IPIP_FULL_2235,Like to attract attention.,H1150,['H1150'],H1150,IPIP Alphabetical Item List
IPIP_FULL_2236,Like to be alone.,H1092,['H1092'],H1092,IPIP Alphabetical Item List
IPIP_FULL_2237,Like to be around children.,H2024,['H2024'],H2024,IPIP Alphabetical Item List
IPIP_FULL_2238,Like to be of service to others.,H188,['H188'],H188,IPIP Alphabetical Item List
IPIP_FULL_2239,Like to be thought of as a normal kind of person.,R6,['R6'],R6,IPIP Alphabetical Item List
IPIP_FULL_2240,Like to be viewed as proper and conventional.,D88,['D88'],D88,IPIP Alphabetical Item List
IPIP_FULL_2241,Like to be well prepared.,H1191,['H1191'],H1191,IPIP Alphabetical Item List
IPIP_FULL_2242,Like to begin new things.,H441,"['H441', 'X38']","H441, X38",IPIP Alphabetical Item List
IPIP_FULL_2243,Like to behave spontaneously.,D58,['D58'],D58,IPIP Alphabetical Item List
IPIP_FULL_2244,"Like to collect information about things (cars, birds,numbers).",M56,['M56'],M56,IPIP Alphabetical Item List
IPIP_FULL_2245,Like to color or style my hair in unconventional ways.,T1889,['T1889'],T1889,IPIP Alphabetical Item List
IPIP_FULL_2246,Like to compete and do everything I can to win.,S30,['S30'],S30,IPIP Alphabetical Item List
IPIP_FULL_2247,Like to dispense with formalities.,P411,['P411'],P411,IPIP Alphabetical Item List
IPIP_FULL_2248,Like to do frightening things.,R53,['R53'],R53,IPIP Alphabetical Item List
IPIP_FULL_2249,Like to do things for others.,H109,['H109'],H109,IPIP Alphabetical Item List
IPIP_FULL_2250,Like to dress differently than everyone else.,V296,['V296'],V296,IPIP Alphabetical Item List
IPIP_FULL_2251,Like to dress up formally.,P339,['P339'],P339,IPIP Alphabetical Item List
IPIP_FULL_2252,Like to exaggerate my troubles.,V305,['V305'],V305,IPIP Alphabetical Item List
IPIP_FULL_2253,Like to find out about new and different ideas.,W237,['W237'],W237,IPIP Alphabetical Item List
IPIP_FULL_2254,Like to follow a regular schedule.,H301,['H301'],H301,IPIP Alphabetical Item List
IPIP_FULL_2255,Like to get lost in thought.,E163,['E163'],E163,IPIP Alphabetical Item List
IPIP_FULL_2256,Like to give intoxicants to others.,M29,['M29'],M29,IPIP Alphabetical Item List
IPIP_FULL_2257,Like to give orders.,Q124,['Q124'],Q124,IPIP Alphabetical Item List
IPIP_FULL_2258,Like to go outside during violent thunderstorms.,T1899,['T1899'],T1899,IPIP Alphabetical Item List
IPIP_FULL_2259,Like to gossip.,E68,['E68'],E68,IPIP Alphabetical Item List
IPIP_FULL_2260,Like to hear myself talk.,H529,['H529'],H529,IPIP Alphabetical Item List
IPIP_FULL_2261,Like to help others.,M14,['M14'],M14,IPIP Alphabetical Item List
IPIP_FULL_2262,Like to know how things work.,E67,['E67'],E67,IPIP Alphabetical Item List
IPIP_FULL_2263,Like to know the news of the world.,H2025,['H2025'],H2025,IPIP Alphabetical Item List
IPIP_FULL_2264,Like to laugh out loud.,H2026,['H2026'],H2026,IPIP Alphabetical Item List
IPIP_FULL_2265,Like to learn new things.,H1271,['H1271'],H1271,IPIP Alphabetical Item List
IPIP_FULL_2266,Like to look at my body.,P386,['P386'],P386,IPIP Alphabetical Item List
IPIP_FULL_2267,Like to look at myself in the mirror.,P396,['P396'],P396,IPIP Alphabetical Item List
IPIP_FULL_2268,Like to organize things.,H1161,['H1161'],H1161,IPIP Alphabetical Item List
IPIP_FULL_2269,Like to own things that impress people,M58,['M58'],M58,IPIP Alphabetical Item List
IPIP_FULL_2270,Like to plan ahead.,X171,['X171'],X171,IPIP Alphabetical Item List
IPIP_FULL_2271,Like to please others.,H195,['H195'],H195,IPIP Alphabetical Item List
IPIP_FULL_2272,Like to putter around the house.,E102,['E102'],E102,IPIP Alphabetical Item List
IPIP_FULL_2273,Like to read.,H2027,['H2027'],H2027,IPIP Alphabetical Item List
IPIP_FULL_2274,Like to show all sides of my emotions to the world.,T1907,['T1907'],T1907,IPIP Alphabetical Item List
IPIP_FULL_2275,Like to show off my body.,P474,['P474'],P474,IPIP Alphabetical Item List
IPIP_FULL_2276,Like to show-off.,T1909,['T1909'],T1909,IPIP Alphabetical Item List
IPIP_FULL_2277,Like to sleep on things before acting.,H668,['H668'],H668,IPIP Alphabetical Item List
IPIP_FULL_2278,Like to solve complex problems.,X201,['X201'],X201,IPIP Alphabetical Item List
IPIP_FULL_2279,Like to spend time learning new things that do not have anything to do with my studies or work.,W235,['W235'],W235,IPIP Alphabetical Item List
IPIP_FULL_2280,Like to stand during the national anthem.,X254,['X254'],X254,IPIP Alphabetical Item List
IPIP_FULL_2281,Like to stand out in a crowd.,V68,['V68'],V68,IPIP Alphabetical Item List
IPIP_FULL_2282,Like to start fights.,V127,['V127'],V127,IPIP Alphabetical Item List
IPIP_FULL_2283,Like to stir up excitement.,V287,['V287'],V287,IPIP Alphabetical Item List
IPIP_FULL_2284,Like to take a lot of photographs when I travel.,M19,['M19'],M19,IPIP Alphabetical Item List
IPIP_FULL_2285,Like to take it easy.,E113,['E113'],E113,IPIP Alphabetical Item List
IPIP_FULL_2286,Like to take my time.,X111,['X111'],X111,IPIP Alphabetical Item List
IPIP_FULL_2287,Like to take responsibility for making decisions.,P473,['P473'],P473,IPIP Alphabetical Item List
IPIP_FULL_2288,Like to talk about my future plans.,H57,['H57'],H57,IPIP Alphabetical Item List
IPIP_FULL_2289,Like to talk about myself.,V214,['V214'],V214,IPIP Alphabetical Item List
IPIP_FULL_2290,Like to think of new ways to do things.,V71,['V71'],V71,IPIP Alphabetical Item List
IPIP_FULL_2291,Like to tidy up.,H244,"['H244', 'X21']","H244, X21",IPIP Alphabetical Item List
IPIP_FULL_2292,Like to trick people into doing things for me.,T1921,['T1921'],T1921,IPIP Alphabetical Item List
IPIP_FULL_2293,Like to turn heads when I walk into a room.,T1922,['T1922'],T1922,IPIP Alphabetical Item List
IPIP_FULL_2294,Like to visit new places.,X104,['X104'],X104,IPIP Alphabetical Item List
IPIP_FULL_2295,Like to walk slowly.,X164,['X164'],X164,IPIP Alphabetical Item List
IPIP_FULL_2296,Like to watch children open presents.,A1,['A1'],A1,IPIP Alphabetical Item List
IPIP_FULL_2297,Like to watch figure skating.,X193,['X193'],X193,IPIP Alphabetical Item List
IPIP_FULL_2298,Like to watch movies that focus on passion and sex.,T1925,['T1925'],T1925,IPIP Alphabetical Item List
IPIP_FULL_2299,Like to work as part of a team.,W45,['W45'],W45,IPIP Alphabetical Item List
IPIP_FULL_2300,Like variety.,H456,['H456'],H456,IPIP Alphabetical Item List
IPIP_FULL_2301,Like wild parties.,R64,['R64'],R64,IPIP Alphabetical Item List
IPIP_FULL_2302,Listen to my brain rather than my heart.,H378,['H378'],H378,IPIP Alphabetical Item List
IPIP_FULL_2303,Listen to my conscience.,H153,"['H153', 'X19']","H153, X19",IPIP Alphabetical Item List
IPIP_FULL_2304,Listen to my feelings when making important decisions.,A15,['A15'],A15,IPIP Alphabetical Item List
IPIP_FULL_2305,Listen to my heart rather than my brain.,X199,['X199'],X199,IPIP Alphabetical Item List
IPIP_FULL_2306,"Listen to others, even if I disagree.",X121,['X121'],X121,IPIP Alphabetical Item List
IPIP_FULL_2307,Live a life of luxury.,Q87,['Q87'],Q87,IPIP Alphabetical Item List
IPIP_FULL_2308,Live from one day to the next.,H865,['H865'],H865,IPIP Alphabetical Item List
IPIP_FULL_2309,Live in a state of poverty.,Q130,['Q130'],Q130,IPIP Alphabetical Item List
IPIP_FULL_2310,Live in a world of my own.,H659,['H659'],H659,IPIP Alphabetical Item List
IPIP_FULL_2311,Live life free of worries or anxiety.,T1937,['T1937'],T1937,IPIP Alphabetical Item List
IPIP_FULL_2312,Look after my health by eating well.,W314,['W314'],W314,IPIP Alphabetical Item List
IPIP_FULL_2313,Look at myself through others' eyes.,Q250,['Q250'],Q250,IPIP Alphabetical Item List
IPIP_FULL_2314,Look at the bright side of life.,H42,['H42'],H42,IPIP Alphabetical Item List
IPIP_FULL_2315,Look at the facts.,H372,['H372'],H372,IPIP Alphabetical Item List
IPIP_FULL_2316,Look at things from different angles.,H664,['H664'],H664,IPIP Alphabetical Item List
IPIP_FULL_2317,Look down on any weakness.,H435,['H435'],H435,IPIP Alphabetical Item List
IPIP_FULL_2318,Look down on others.,H1136,"['H1136', 'X37']","H1136, X37",IPIP Alphabetical Item List
IPIP_FULL_2319,Look for hidden meanings in things.,E175,['E175'],E175,IPIP Alphabetical Item List
IPIP_FULL_2320,Look for something to hold on to.,H979,['H979'],H979,IPIP Alphabetical Item List
IPIP_FULL_2321,Look forward to each new day.,V182,['V182'],V182,IPIP Alphabetical Item List
IPIP_FULL_2322,Look forward to the opportunity to learn and grow.,V117,['V117'],V117,IPIP Alphabetical Item List
IPIP_FULL_2323,Look on the bright side.,V28,['V28'],V28,IPIP Alphabetical Item List
IPIP_FULL_2324,Look sad even on my best days.,T1945,['T1945'],T1945,IPIP Alphabetical Item List
IPIP_FULL_2325,"Look to God / a Higher Power for support, guidance, and strength.",W346,['W346'],W346,IPIP Alphabetical Item List
IPIP_FULL_2326,Lose control over my behavior when I'm emotional.,T1946,['T1946'],T1946,IPIP Alphabetical Item List
IPIP_FULL_2327,Lose my temper.,H755,['H755'],H755,IPIP Alphabetical Item List
IPIP_FULL_2328,Lose respect for leaders if I disagree with them.,V271,['V271'],V271,IPIP Alphabetical Item List
IPIP_FULL_2329,Lose sight of what is most important in life.,V44,['V44'],V44,IPIP Alphabetical Item List
IPIP_FULL_2330,Lose things.,H841,['H841'],H841,IPIP Alphabetical Item List
IPIP_FULL_2331,Love a good fight.,H453,['H453'],H453,IPIP Alphabetical Item List
IPIP_FULL_2332,Love action.,H67,['H67'],H67,IPIP Alphabetical Item List
IPIP_FULL_2333,Love animals.,H2028,['H2028'],H2028,IPIP Alphabetical Item List
IPIP_FULL_2334,Love beautiful things.,H1244,"['H1244', 'X13']","H1244, X13",IPIP Alphabetical Item List
IPIP_FULL_2335,Love change.,Q16,['Q16'],Q16,IPIP Alphabetical Item List
IPIP_FULL_2336,Love children.,X73,['X73'],X73,IPIP Alphabetical Item List
IPIP_FULL_2337,Love children's art work.,R50,['R50'],R50,IPIP Alphabetical Item List
IPIP_FULL_2338,Love children's movies.,X2,['X2'],X2,IPIP Alphabetical Item List
IPIP_FULL_2339,Love dangerous situations.,R69,['R69'],R69,IPIP Alphabetical Item List
IPIP_FULL_2340,Love excitement.,H438,"['H438', 'X50']","H438, X50",IPIP Alphabetical Item List
IPIP_FULL_2341,Love flowers.,X140,['X140'],X140,IPIP Alphabetical Item List
IPIP_FULL_2342,Love large parties.,H78,"['H78', 'X17']","H78, X17",IPIP Alphabetical Item List
IPIP_FULL_2343,Love life.,H33,['H33'],H33,IPIP Alphabetical Item List
IPIP_FULL_2344,Love luxury.,Q161,['Q161'],Q161,IPIP Alphabetical Item List
IPIP_FULL_2345,Love my enemies.,Q183,['Q183'],Q183,IPIP Alphabetical Item List
IPIP_FULL_2346,Love order and regularity.,H309,['H309'],H309,IPIP Alphabetical Item List
IPIP_FULL_2347,Love roller coasters.,T1963,['T1963'],T1963,IPIP Alphabetical Item List
IPIP_FULL_2348,Love security.,H316,['H316'],H316,IPIP Alphabetical Item List
IPIP_FULL_2349,Love surprise parties.,E55,['E55'],E55,IPIP Alphabetical Item List
